,FX_ID,P4,REND1,REND2,SEXO,ESCOLARIDADE,P1A,P1B,P1C,RACA,RELIGIAO,REGIAO,COND,P2_1,P3_1
388,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Não,Não,Não,Parda,Evangélica - Não sabe especificar,CENTRO OESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
389,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
390,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
391,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,Assembléia de Deus,NORTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
392,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,2ª série,Sim,Sim,Sim,Preta,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
393,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Sim,Sim,Branca,Outros,NORDESTE,CAPITAL,Melhorar a qualidade da educação,Não sabe/ Não respondeu
394,45 A 54,Alguma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Sim,Não,Parda,Assembléia de Deus,NORDESTE,CAPITAL,Preservar os valores ligados à família,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
395,25 A 34,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Não,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
396,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Parda,Outros,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
397,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não,Não,Não,Preta,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
398,55 A 64,Alguma vontade,ATÉ 1,ATÉ 1,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
399,45 A 54,Muita vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não,Não,Não,Parda,Outras Evangélicas específicas,SUL,PERIFERIA,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
400,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,2ª série,Não,Não,Não,Branca,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
401,25 A 34,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
402,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Não,Não,Não,Preta,Outros,SUDESTE,CAPITAL,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
403,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Superior completo,Não,Não,Não,Branca,Assembléia de Deus,SUDESTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
404,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Superior completo,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
405,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,2ª série,Não,Não,Não,Branca,Assembléia de Deus,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
406,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
407,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Superior completo,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
408,18 A 24,Alguma vontade,ATÉ 1,ATÉ 1,FEM,Superior incompleto,Não,Não,Não,Preta,Assembléia de Deus,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
409,25 A 34,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Outros,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
410,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Parda,Outras Evangélicas específicas,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
411,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Não sabe/ Não respondeu,Não sabe/ Não respondeu
412,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Não sabe/ Não respondeu
413,16 E 17,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,FEM,3ª série,Não,Não,Não,Preta,Assembléia de Deus,NORDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
414,45 A 54,Alguma vontade,ATÉ 1,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Preta,Outros,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
415,35 A 44,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,MAS,Outros,Não,Não,Não,Branca,Outros,SUL,INTERIOR,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
416,55 A 64,Alguma vontade,ATÉ 1,ATÉ 1,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
417,35 A 44,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Superior incompleto,Sim,Sim,Sim,Parda,Outros,SUDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
418,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior completo,Não,Não,Sim,Branca,Outros,SUDESTE,PERIFERIA,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
419,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,2ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Preta,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,CAPITAL,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
420,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Branca,Assembléia de Deus,NORDESTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
421,18 A 24,Muita vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,FEM,Superior completo,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
422,65 E MAIS,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
423,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,Não sabe/ Não respondeu
424,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
425,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
426,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Não,Não,Não,Branca,Outros,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
427,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
428,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Outros,SUDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
429,16 E 17,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,FEM,Outros,Não,Não,Não,Preta,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,CAPITAL,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
430,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Superior incompleto,Não,Não,Sim,Parda,Outras Evangélicas específicas,NORTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
431,55 A 64,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
432,65 E MAIS,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Superior completo,Não,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
433,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não,Sim,Não,Branca,Outros,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
434,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Outros,Outros,Outros,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
435,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
436,18 A 24,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Não,Não,Não,Branca,Evangélica - Não sabe especificar,SUL,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
437,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Não sabe/ Não respondeu,Não sabe/ Não respondeu
438,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior completo,Não,Não,Não,Parda,Católica Apostólica Romana,SUL,PERIFERIA,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
439,18 A 24,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,3ª série,Não,Não,Não,Parda,Assembléia de Deus,CENTRO OESTE,INTERIOR,Não sabe/ Não respondeu,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
440,35 A 44,Alguma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
441,45 A 54,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Preservar os valores ligados à família,Não sabe/ Não respondeu
442,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
443,35 A 44,Muita vontade,ATÉ 1,ATÉ 1,MAS,Outros,Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
444,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Ampliar o uso de energias renováveis,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
445,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,Outras Evangélicas específicas,SUL,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
446,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,2ª série,Não,Não,Não,Parda,Assembléia de Deus,CENTRO OESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
447,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Branca,Outros,SUDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
448,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
449,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
450,35 A 44,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
451,25 A 34,Alguma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,3ª série,Sim,Não,Não,Branca,Evangélica - Não sabe especificar,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
452,45 A 54,Muita vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
453,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
454,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,Outras Evangélicas específicas,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
455,18 A 24,Nenhuma vontade,ATÉ 1,NÃO RESPONDEU,MAS,Superior incompleto,Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,CAPITAL,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
